Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_22_153,VGND,li1,76.8200,70.7200,0.000000
FILLER_22_141,VGND,li1,73.1400,70.7200,0.000000
FILLER_22_139,VGND,li1,69.6900,70.7200,0.000000
FILLER_22_137,VGND,li1,69.0000,70.7200,0.000000
FILLER_22_125,VGND,li1,65.7800,70.7200,0.000000
FILLER_22_113,VGND,li1,60.2600,70.7200,0.000000
FILLER_22_111,VGND,li1,56.8100,70.7200,0.000000
FILLER_22_107,VGND,li1,55.6600,70.7200,0.000000
FILLER_22_97,VGND,li1,50.6000,70.7200,0.000000
FILLER_22_93,VGND,li1,49.2200,70.7200,0.000000
FILLER_22_85,VGND,li1,45.5400,70.7200,0.000000
FILLER_22_83,VGND,li1,43.9300,70.7200,0.000000
FILLER_22_81,VGND,li1,43.2400,70.7200,0.000000
FILLER_22_69,VGND,li1,40.0200,70.7200,0.000000
FILLER_22_57,VGND,li1,34.5000,70.7200,0.000000
FILLER_22_55,VGND,li1,31.0500,70.7200,0.000000
FILLER_22_47,VGND,li1,28.9800,70.7200,0.000000
FILLER_22_37,VGND,li1,23.0000,70.7200,0.000000
FILLER_22_27,VGND,li1,18.1700,70.7200,0.000000
FILLER_22_15,VGND,li1,15.1800,70.7200,0.000000
FILLER_22_3,VGND,li1,9.6600,70.7200,0.000000
FILLER_21_145,VGND,li1,74.9800,70.7200,0.000000
FILLER_21_133,VGND,li1,69.4600,70.7200,0.000000
FILLER_21_121,VGND,li1,63.9400,70.7200,0.000000
FILLER_21_111,VGND,li1,56.8100,70.7200,0.000000
FILLER_21_109,VGND,li1,56.1200,70.7200,0.000000
FILLER_21_90,VGND,li1,47.3800,70.7200,0.000000
FILLER_21_81,VGND,li1,43.0100,70.7200,0.000000
FILLER_21_77,VGND,li1,41.8600,70.7200,0.000000
FILLER_21_65,VGND,li1,38.1800,70.7200,0.000000
FILLER_21_55,VGND,li1,31.0500,70.7200,0.000000
FILLER_21_51,VGND,li1,29.9000,70.7200,0.000000
FILLER_21_39,VGND,li1,24.3800,70.7200,0.000000
FILLER_21_29,VGND,li1,19.0900,70.7200,0.000000
FILLER_21_25,VGND,li1,17.9400,70.7200,0.000000
FILLER_21_15,VGND,li1,12.6500,70.7200,0.000000
FILLER_21_3,VGND,li1,9.6600,70.7200,0.000000
FILLER_20_153,VGND,li1,76.8200,65.2800,0.000001
FILLER_20_141,VGND,li1,73.1400,65.2800,0.000001
FILLER_20_139,VGND,li1,69.6900,65.2800,0.000001
FILLER_20_137,VGND,li1,69.0000,65.2800,0.000001
FILLER_20_133,VGND,li1,67.6200,65.2800,0.000001
FILLER_20_121,VGND,li1,63.9400,65.2800,0.000001
FILLER_20_94,VGND,li1,48.9900,65.2800,0.000001
FILLER_20_83,VGND,li1,43.9300,65.2800,0.000001
FILLER_20_33,VGND,li1,21.1600,65.2800,0.000000
FILLER_20_29,VGND,li1,19.7800,65.2800,0.000000
FILLER_20_6,VGND,li1,8.7400,65.2800,0.000000
FILLER_19_156,VGND,li1,77.5100,65.2800,0.000001
FILLER_19_152,VGND,li1,76.3600,65.2800,0.000001
FILLER_19_140,VGND,li1,72.6800,65.2800,0.000001
FILLER_19_128,VGND,li1,67.1600,65.2800,0.000001
FILLER_19_111,VGND,li1,56.8100,65.2800,0.000001
FILLER_19_109,VGND,li1,56.1200,65.2800,0.000001
FILLER_19_96,VGND,li1,50.6000,65.2800,0.000001
FILLER_19_59,VGND,li1,32.8900,65.2800,0.000001
FILLER_19_57,VGND,li1,32.2000,65.2800,0.000001
FILLER_19_46,VGND,li1,26.9100,65.2800,0.000000
FILLER_19_44,VGND,li1,26.2200,65.2800,0.000000
FILLER_18_153,VGND,li1,76.8200,59.8400,0.000001
FILLER_18_141,VGND,li1,73.1400,59.8400,0.000001
FILLER_18_138,VGND,li1,69.4600,59.8400,0.000001
FILLER_18_126,VGND,li1,66.2400,59.8400,0.000001
FILLER_18_29,VGND,li1,19.0900,59.8400,0.000000
FILLER_18_3,VGND,li1,7.1300,59.8400,0.000000
FILLER_17_156,VGND,li1,77.5100,59.8400,0.000001
FILLER_17_154,VGND,li1,76.8200,59.8400,0.000001
FILLER_17_142,VGND,li1,73.6000,59.8400,0.000001
FILLER_17_113,VGND,li1,58.4200,59.8400,0.000001
FILLER_17_91,VGND,li1,47.6100,59.8400,0.000001
FILLER_17_87,VGND,li1,46.4600,59.8400,0.000001
FILLER_17_78,VGND,li1,41.6300,59.8400,0.000001
FILLER_17_57,VGND,li1,34.5000,59.8400,0.000001
FILLER_17_54,VGND,li1,30.8200,59.8400,0.000001
FILLER_17_46,VGND,li1,28.5200,59.8400,0.000001
FILLER_17_11,VGND,li1,10.8100,59.8400,0.000000
FILLER_17_3,VGND,li1,8.7400,59.8400,0.000000
FILLER_16_153,VGND,li1,76.8200,54.4000,0.000001
FILLER_16_141,VGND,li1,73.1400,54.4000,0.000001
FILLER_16_136,VGND,li1,69.0000,54.4000,0.000001
FILLER_16_115,VGND,li1,58.6500,54.4000,0.000001
